# Others
10	2880
1	3836
10	3710
1	3898
1	5605
5	4702
30	2768
30	12512
1	8779
10	2863
10	3734
10	2987
10	3758
10	2915
10	4526
10	2939
10	2887
10	7683
10	2864
1	3828
1	3792
10	3790
10	3735
1	3912
10	2988
1	3890
10	3759
1	3926
10	2916
1	3854
10	2940
1	3866
1	12478
10	12476
10	2888
1	3840
30	5729
# Tools & goods
1	2100
1	7590
1	13914
1	7869
10	12974
10	4386
1	8769
1	12578
1	7589
1	8472
1	8472
1	8472
1	8472
1	8472
1	8472
1	8472
1	8472
1	8177
1	8177
1	8177
1	8177
1	8177
1	8177
1	8177
1	8177
1	8577
1	8577
1	8577
1	8577
1	8577
1	8577
1	8577
1	8577
1	8580
1	8580
1	8580
1	8580
1	8580
1	8580
1	8580
1	8580
1	8534
1	8534
1	8534
1	8534
1	8534
1	8534
1	8534
1	8534
1	5092
1	8535
1	8535
1	8535
1	8535
1	8535
1	8535
1	8535
1	8535
1	14013
1	8471
1	8471
1	8471
1	8471
1	8471
1	8471
1	8471
1	8471
1	8770
1	2377
1	2377
1	2377
1	2377
1	2377
1	2377
1	2377
1	2377
1	3068
1	3084
1	2376
1	3082
1	3083
1	14284
1	13913
1	14015
1	9617
1	8179
1	8660
1	8574
1	8578
1	7591
1	8533
1	13125
1	5083
1	7585
1	7592
1	13173
1	2615
1	5741
1	5094
1	13836
1	13958
1	5095
1	7588
1	7588
1	7588
1	7588
1	7588
1	5784
1	5784
1	5784
1	5784
1	5784
1	5784
1	5784
1	5784
1	13128
1	9762
1	5320
1	8473
1	8473
1	8473
1	8473
1	8473
1	8473
1	8473
1	8473
1	8178
1	8178
1	8178
1	8178
1	8178
1	8178
1	8178
1	8178
1	8575
1	8575
1	8575
1	8575
1	8575
1	8575
1	8575
1	8575
1	8579
1	8579
1	8579
1	8579
1	8579
1	8579
1	8579
1	8579
1	8536
1	8536
1	8536
1	8536
1	8536
1	8536
1	8536
1	8536
1	5517
1	5091
10	2753
1	13126
1	5744
1	8576
1	8576
1	8576
1	8576
1	8576
1	8576
1	8576
1	8576
1	13123
10	5743
1	5093
1	14028
1	14239
1	7586
1	2099
1	2099
1	2099
1	2099
1	2099
1	2099
1	2099
1	2099
1	2822
1	2822
1	2822
1	2822
1	2822
1	2822
1	2822
1	2822
1	13835
1	13237
1	8176
1	8176
1	8176
1	8176
1	8176
1	8176
1	8176
1	8176
1	2544
1	14014
1	5856
1	5430
1	3331
1	7587
1	5085
1	5742
1	5319
1	4703
1	7584
1	2379
1	2379
1	2379
1	2379
1	2379
1	2379
1	2379
1	2379
1	12695
1	5084
1	12615
1	13124
1	14742
1	14747
1	14746
1	14628
1	14745
1	14285
1	14631
1	14414
1	14414
1	14414
1	14414
1	14414
1	14414
1	14743
1	14633
1	14629
1	14744
1	14632
1	14542
1	14542
1	14542
1	14542
1	14748
1	325
1	322
1	14776
1	14779
1	14775
1	14777
1	14638
1	14781
1	14780
1	14778
1	14836
1	14641
1	327
1	14504
1	14539
1	14539
1	14539
1	14539
1	14539
1	14539
1	14643
1	14645
1	14470
1	321
1	13534
1	13534
1	13534
1	332
1	326
1	14852
1	14644
1	14540
1	14853
1	14627
1	14640
1	14640
1	14640
1	14640
1	14639
1	14639
1	14639
1	14639
1	14639
1	14538
1	14538
1	14538
1	14538
1	324
1	14734
1	323
1	14837
1	334
1	14541
1	14635
1	14636
1	13526
1	13526
1	13526
1	337
1	13530
1	13530
1	13530
1	13530
1	13530
1	13530
# Fencing
50	3403
50	14757
50	5213
50	4355
50	3080
50	12630
50	4349
50	14758
50	14758
50	14758
50	14758
50	14758
50	14758
50	14758
50	14758
50	4350
50	14756
50	14756
50	14756
50	14756
50	14756
50	14756
50	14756
50	14755
50	12758
50	4354
50	4357
50	4357
50	4357
50	4357
50	4357
50	4357
50	4357
50	4357
50	5206
50	5208
50	5208
50	5208
50	5208
50	5208
50	5208
50	5208
50	5208
50	11712
50	11712
50	11712
50	11712
50	11712
50	11712
50	11712
50	11712
50	4351
50	5210
50	14278
50	14759
50	14759
50	14759
50	14759
50	14759
50	14759
50	14759
50	14759
50	4352
50	11711
50	11711
50	11711
50	11711
50	11711
50	11711
50	11711
50	11711
50	4358
50	13275
50	5212
50	4356
50	3402
50	3402
50	3402
50	3402
50	3402
50	3402
50	3402
50	3402
50	12894
50	12894
50	12894
50	12894
50	12894
50	12894
50	12894
50	12894
50	5207
50	5207
50	5207
50	5207
50	5207
50	5207
50	5207
50	5207
# Birthday cupcake is just so special
10	2779
